date,temperature,humidity
29.07.2020-11:13:08,12.67,62.94
29.07.2020-11:13:13,12.42,52.77
29.07.2020-11:13:18,24.94,36.73
29.07.2020-11:13:23,23.83,72.57
29.07.2020-11:13:28,14.55,49.02
29.07.2020-11:13:33,10.07,51.07
29.07.2020-11:13:38,16.92,41.75
29.07.2020-11:13:43,26.32,64.11
29.07.2020-11:13:48,19.21,69.05
29.07.2020-11:13:53,24.66,56.29
29.07.2020-11:13:58,15.09,33.0
29.07.2020-11:14:03,24.57,50.02
29.07.2020-11:14:08,21.81,60.66
29.07.2020-11:14:13,22.45,51.95
29.07.2020-11:14:18,24.73,38.95
29.07.2020-11:14:23,12.19,36.97
29.07.2020-11:14:28,28.84,37.8
29.07.2020-11:14:33,29.09,76.46
29.07.2020-11:14:38,21.18,60.34
29.07.2020-11:14:43,16.99,77.52
29.07.2020-11:14:48,23.58,57.19
29.07.2020-11:14:53,20.03,52.86
29.07.2020-11:14:58,17.11,45.16
29.07.2020-11:15:03,32.59,42.57
29.07.2020-11:15:08,19.04,67.7
29.07.2020-11:15:13,13.75,48.25
29.07.2020-11:15:18,15.3,70.89
29.07.2020-11:15:23,18.5,20.76
29.07.2020-11:15:28,12.57,44.66
29.07.2020-11:15:33,23.76,71.8
29.07.2020-11:15:38,14.86,8.55
29.07.2020-11:15:43,20.57,0.21
29.07.2020-11:15:48,17.91,64.83
29.07.2020-11:15:53,26.74,61.06
29.07.2020-11:15:58,18.58,36.4
29.07.2020-11:16:03,13.86,56.56
29.07.2020-11:16:08,14.4,81.1
29.07.2020-11:16:13,15.46,70.51
29.07.2020-11:16:18,19.51,23.78
29.07.2020-11:16:23,18.25,66.97
29.07.2020-11:16:28,21.24,70.23
29.07.2020-11:16:33,17.54,52.33
29.07.2020-11:16:38,25.79,24.46
29.07.2020-11:16:43,25.06,11.4
29.07.2020-11:16:48,24.31,40.98
29.07.2020-11:16:53,25.74,44.06
29.07.2020-11:16:58,14.6,24.16
29.07.2020-11:17:03,26.77,73.85
29.07.2020-11:17:08,18.93,29.1
29.07.2020-11:17:13,17.35,49.46
29.07.2020-11:17:18,16.96,65.19
29.07.2020-11:17:23,18.4,69.46
29.07.2020-11:17:28,18.24,79.92
29.07.2020-11:17:33,27.68,70.87
29.07.2020-11:17:38,26.71,29.05
29.07.2020-11:17:43,27.75,63.8
29.07.2020-11:17:48,23.9,52.92
29.07.2020-11:17:53,25.25,64.59
29.07.2020-11:17:58,15.82,49.45
29.07.2020-11:18:03,10.61,47.25
29.07.2020-11:18:08,15.01,48.72
29.07.2020-11:18:13,23.27,22.72
29.07.2020-11:18:18,22.4,46.16
29.07.2020-11:18:23,23.72,21.99
29.07.2020-11:18:28,20.27,46.3
29.07.2020-11:18:33,17.77,55.88
29.07.2020-11:18:38,16.28,51.13
29.07.2020-11:18:43,8.82,91.97
29.07.2020-11:18:48,14.54,31.27
29.07.2020-11:18:53,24.99,52.09
29.07.2020-11:18:59,15.61,65.23
29.07.2020-11:19:04,24.29,46.52
29.07.2020-11:19:09,17.83,54.39
29.07.2020-11:19:14,8.02,64.41
29.07.2020-11:19:19,17.92,92.0
29.07.2020-11:19:24,17.48,24.82
29.07.2020-11:19:29,19.95,26.98
29.07.2020-11:19:34,11.73,34.12
29.07.2020-11:19:39,15.46,5.54
29.07.2020-11:19:44,16.17,81.22
29.07.2020-11:19:49,28.89,30.98
29.07.2020-11:19:54,22.28,43.49
29.07.2020-11:19:59,25.62,38.75
29.07.2020-11:20:04,16.66,58.94
29.07.2020-11:20:09,27.21,36.8
29.07.2020-11:20:14,21.7,32.54
29.07.2020-11:20:19,25.09,103.77
29.07.2020-11:20:24,24.08,24.2
29.07.2020-11:20:29,18.3,50.3
29.07.2020-11:20:34,16.15,42.87
29.07.2020-11:20:39,24.91,16.18
29.07.2020-11:20:44,25.43,36.41
29.07.2020-11:20:49,14.1,41.78
29.07.2020-11:20:54,14.69,93.04
29.07.2020-11:20:59,22.01,7.13
29.07.2020-11:21:04,16.71,30.45
29.07.2020-11:21:09,15.04,19.26
29.07.2020-11:21:14,16.35,51.05
29.07.2020-11:21:19,16.38,32.71
29.07.2020-11:21:24,15.49,38.64
29.07.2020-11:21:29,16.76,54.07
29.07.2020-11:21:34,33.86,20.86
29.07.2020-11:21:39,16.94,17.31
29.07.2020-11:21:44,22.41,55.81
29.07.2020-11:21:49,17.87,36.59
29.07.2020-11:21:54,24.4,54.6
29.07.2020-11:21:59,17.43,68.6
29.07.2020-11:22:04,19.37,46.92
29.07.2020-11:22:09,22.88,37.85
29.07.2020-11:22:14,20.49,41.92
29.07.2020-11:22:19,18.83,29.29
29.07.2020-11:22:24,23.22,76.94
29.07.2020-11:22:29,25.78,70.72
29.07.2020-11:22:34,25.25,43.49
29.07.2020-11:22:39,15.56,74.26
29.07.2020-11:22:44,21.81,48.46
29.07.2020-11:22:49,16.54,46.87
29.07.2020-11:22:54,14.24,37.97
29.07.2020-11:22:59,21.36,61.13
29.07.2020-11:23:04,20.24,55.22
29.07.2020-11:23:09,26.7,70.08
29.07.2020-11:23:14,22.68,54.46
29.07.2020-11:23:19,24.81,45.93
29.07.2020-11:23:24,18.82,77.46
29.07.2020-11:23:29,17.21,62.39
29.07.2020-11:23:34,9.84,42.11
29.07.2020-11:23:39,13.52,63.09
29.07.2020-11:23:44,14.11,9.72
29.07.2020-11:23:49,20.46,50.45
29.07.2020-11:23:54,17.91,70.05
29.07.2020-11:23:59,22.7,4.42
29.07.2020-11:24:04,19.3,52.08
29.07.2020-11:24:09,21.71,53.17
29.07.2020-11:24:14,23.93,64.5
29.07.2020-11:24:19,27.87,65.96
29.07.2020-11:24:24,21.91,52.86
29.07.2020-11:24:29,22.44,3.25
29.07.2020-11:24:34,16.98,37.32
29.07.2020-11:24:39,15.54,25.88
29.07.2020-11:24:44,21.25,34.33
29.07.2020-11:24:49,18.41,74.42
29.07.2020-11:24:54,26.23,33.0
29.07.2020-11:24:59,21.02,44.79
29.07.2020-11:25:04,12.91,43.61
29.07.2020-11:25:09,19.54,53.58
29.07.2020-11:25:14,10.8,43.39
29.07.2020-11:25:19,24.73,41.51
29.07.2020-11:25:24,22.05,47.54
29.07.2020-11:25:29,17.23,39.11
29.07.2020-11:25:34,19.66,76.27
29.07.2020-11:25:39,21.14,52.95
29.07.2020-11:25:44,18.11,17.83
29.07.2020-11:25:49,27.28,37.83
29.07.2020-11:25:54,16.23,101.34
29.07.2020-11:25:59,14.44,52.07
29.07.2020-11:26:04,13.59,29.92
29.07.2020-11:26:09,21.2,50.53
29.07.2020-11:26:14,17.19,69.95
29.07.2020-11:26:19,18.19,47.63
29.07.2020-11:26:24,14.45,24.27
29.07.2020-11:26:29,23.49,28.58
29.07.2020-11:26:34,18.94,74.91
29.07.2020-11:26:39,26.24,40.71
29.07.2020-11:26:44,8.92,43.7
29.07.2020-11:26:49,17.1,17.71
29.07.2020-11:26:54,17.01,60.6
29.07.2020-11:26:59,17.13,73.63
29.07.2020-11:27:04,22.46,68.42
29.07.2020-11:27:09,20.43,42.31
29.07.2020-11:27:14,19.2,34.87
29.07.2020-11:27:19,20.67,41.91
29.07.2020-11:27:24,16.83,74.58
29.07.2020-11:27:29,11.18,5.43
29.07.2020-11:27:34,15.19,67.27
29.07.2020-11:27:39,21.09,59.17
29.07.2020-11:27:44,22.85,59.82
29.07.2020-11:27:49,13.47,58.52
29.07.2020-11:27:54,20.43,28.29
29.07.2020-11:27:59,18.84,72.44
29.07.2020-11:28:04,19.74,59.16
29.07.2020-11:28:09,27.94,44.77
29.07.2020-11:28:14,17.55,54.1
29.07.2020-11:28:19,15.05,44.53
29.07.2020-11:28:24,22.7,41.22
29.07.2020-11:28:29,25.17,86.08
29.07.2020-11:28:34,30.08,4.68
29.07.2020-11:28:39,20.51,41.77
29.07.2020-11:28:44,15.75,44.67
29.07.2020-11:28:49,25.98,27.97
29.07.2020-11:28:54,22.63,67.55
29.07.2020-11:28:59,18.51,67.39
29.07.2020-11:29:04,22.46,64.47
29.07.2020-11:29:09,17.27,-0.95
29.07.2020-11:29:14,18.38,58.95
29.07.2020-11:29:19,25.99,27.81
29.07.2020-11:29:24,33.07,50.08
29.07.2020-11:29:29,10.97,51.29
29.07.2020-11:29:34,18.62,55.39
29.07.2020-11:29:39,24.15,43.72
29.07.2020-11:29:44,14.63,25.95
29.07.2020-11:29:49,21.15,54.5
29.07.2020-11:29:54,14.99,9.87
29.07.2020-11:29:59,16.16,61.49
29.07.2020-11:30:04,24.64,71.97
29.07.2020-11:30:09,16.7,49.81
29.07.2020-11:30:14,16.52,58.22
29.07.2020-11:30:19,12.51,77.97
29.07.2020-11:30:24,28.08,36.04
29.07.2020-11:30:29,24.88,23.96
29.07.2020-11:30:34,30.81,17.75
29.07.2020-11:30:39,16.79,41.6
29.07.2020-11:30:44,20.02,60.26
29.07.2020-11:30:49,24.12,83.26
29.07.2020-11:30:54,22.91,51.9
29.07.2020-11:30:59,22.25,65.61
29.07.2020-11:31:04,10.84,38.73
29.07.2020-11:31:09,20.3,63.29
29.07.2020-11:31:14,19.25,45.5
29.07.2020-11:31:19,23.84,63.25
29.07.2020-11:31:24,21.79,35.82
29.07.2020-11:31:29,18.89,71.84
29.07.2020-11:31:34,20.95,41.65
29.07.2020-11:31:39,24.4,44.29
29.07.2020-11:31:44,25.11,31.94
29.07.2020-11:31:49,18.49,44.4
29.07.2020-11:31:54,19.89,28.62
29.07.2020-11:31:59,14.73,14.85
29.07.2020-11:32:04,25.29,31.85
29.07.2020-11:32:09,22.52,25.37
29.07.2020-11:32:14,19.66,71.39
29.07.2020-11:32:19,14.76,48.25
29.07.2020-11:32:24,27.81,16.8
29.07.2020-11:32:29,24.9,13.13
29.07.2020-11:32:34,24.59,66.98
29.07.2020-11:32:39,19.37,32.04
29.07.2020-11:32:44,20.03,59.03
29.07.2020-11:32:49,15.42,37.85
29.07.2020-11:32:54,21.38,58.76
29.07.2020-11:32:59,14.69,43.63
29.07.2020-11:33:05,14.48,64.14
29.07.2020-11:33:10,13.52,77.33
29.07.2020-11:33:15,26.49,50.23
29.07.2020-11:33:20,22.21,62.39
29.07.2020-11:33:25,27.85,76.39
29.07.2020-11:33:30,16.28,77.28
29.07.2020-11:33:35,16.76,67.15
29.07.2020-11:33:40,23.42,72.93
29.07.2020-11:33:45,23.91,59.13
29.07.2020-11:33:50,21.96,74.42
29.07.2020-11:33:55,21.14,65.12
29.07.2020-11:34:00,22.18,47.98
29.07.2020-11:34:05,24.91,9.09
29.07.2020-11:34:10,16.12,38.14
29.07.2020-11:34:15,17.85,42.1
29.07.2020-11:34:20,28.99,53.21
29.07.2020-11:34:25,23.79,24.45
29.07.2020-11:34:30,9.52,44.89
29.07.2020-11:34:35,24.45,46.57
29.07.2020-11:34:40,24.79,28.94
29.07.2020-11:34:45,21.66,88.13
29.07.2020-11:34:50,27.17,41.5
29.07.2020-11:34:55,14.83,5.38
29.07.2020-11:35:00,16.77,82.82
29.07.2020-11:35:05,13.43,44.18
29.07.2020-11:35:10,12.68,73.1
29.07.2020-11:35:15,21.05,37.18
29.07.2020-11:35:20,20.53,60.76
29.07.2020-11:35:25,17.29,64.24
29.07.2020-11:35:30,20.72,34.51
29.07.2020-11:35:35,21.86,81.19
29.07.2020-11:35:40,18.37,34.71
29.07.2020-11:35:45,20.14,61.99
29.07.2020-11:35:50,19.23,25.79
29.07.2020-11:35:55,12.12,56.12
29.07.2020-11:36:00,25.49,37.16
29.07.2020-11:36:05,23.4,69.15
29.07.2020-11:36:10,23.3,50.52
29.07.2020-11:36:15,28.68,72.17
29.07.2020-11:36:20,19.99,59.99
29.07.2020-11:36:25,13.39,61.92
29.07.2020-11:36:30,21.2,17.68
29.07.2020-11:36:35,25.19,40.32
29.07.2020-11:36:40,11.79,69.02
29.07.2020-11:36:45,14.58,18.66
29.07.2020-11:36:50,22.83,54.5
29.07.2020-11:36:55,25.56,77.93
29.07.2020-11:37:00,17.13,19.97
29.07.2020-11:37:05,12.85,75.21
29.07.2020-11:37:10,12.49,87.58
29.07.2020-11:37:15,18.86,52.35
29.07.2020-11:37:20,11.79,32.97
29.07.2020-11:37:25,17.68,33.21
29.07.2020-11:37:30,17.96,38.19
29.07.2020-11:37:35,13.53,29.05
29.07.2020-11:37:40,22.23,67.62
29.07.2020-11:37:45,22.69,60.33
29.07.2020-11:37:50,21.06,70.46
29.07.2020-11:37:55,13.4,73.29
29.07.2020-11:38:00,24.38,47.4
29.07.2020-11:38:05,25.9,65.27
29.07.2020-11:38:10,22.79,35.09
29.07.2020-11:38:15,26.14,57.52
29.07.2020-11:38:20,29.46,46.25
29.07.2020-11:38:25,25.67,42.1
29.07.2020-11:38:30,15.51,12.27
29.07.2020-11:38:35,21.29,48.62
29.07.2020-11:38:40,12.52,57.16
29.07.2020-11:38:45,17.56,32.07
29.07.2020-11:38:50,23.73,72.57
29.07.2020-11:38:55,20.61,65.92
29.07.2020-11:39:00,19.78,22.88
29.07.2020-11:39:05,20.64,22.21
29.07.2020-11:39:10,18.79,38.1
29.07.2020-11:39:15,14.68,39.73
29.07.2020-11:39:20,22.51,43.63
29.07.2020-11:39:25,29.71,44.79
29.07.2020-11:39:30,19.92,34.14
29.07.2020-11:39:35,19.1,44.2
29.07.2020-11:39:40,19.8,27.79
29.07.2020-11:39:45,20.68,49.6
29.07.2020-11:39:50,26.23,30.73
29.07.2020-11:39:55,22.2,73.09
29.07.2020-11:40:00,18.22,52.02
29.07.2020-11:40:05,17.02,40.1
29.07.2020-11:40:10,17.56,65.3
29.07.2020-11:40:15,19.59,84.68
29.07.2020-11:40:20,16.34,19.7
29.07.2020-11:40:25,19.56,40.47
29.07.2020-11:40:30,21.68,9.99
29.07.2020-11:40:35,12.37,62.24
29.07.2020-11:40:40,16.58,23.38
29.07.2020-11:40:45,15.21,28.24
29.07.2020-11:40:50,16.81,75.1
29.07.2020-11:40:55,16.9,105.26
29.07.2020-11:41:00,26.6,25.57
29.07.2020-11:41:05,18.63,48.87
29.07.2020-11:41:10,17.55,62.98
29.07.2020-11:41:15,15.41,104.11
29.07.2020-11:41:20,9.59,25.46
29.07.2020-11:41:25,20.63,54.73
29.07.2020-11:41:30,19.61,33.13
29.07.2020-11:41:35,22.56,41.58
29.07.2020-11:41:40,26.02,42.17
29.07.2020-11:41:45,20.21,8.21
29.07.2020-11:41:50,17.43,45.85
29.07.2020-11:41:55,17.14,59.81
29.07.2020-11:42:00,8.59,55.39
29.07.2020-11:42:05,18.66,66.34
29.07.2020-11:42:10,20.93,61.1
29.07.2020-11:42:15,21.5,41.15
29.07.2020-11:42:20,21.92,44.04
29.07.2020-11:42:25,19.42,44.25
29.07.2020-11:42:30,25.4,96.59
29.07.2020-11:42:35,20.87,74.88
29.07.2020-11:42:40,13.09,27.74
29.07.2020-11:42:45,14.27,23.76
29.07.2020-11:42:50,20.38,89.45
29.07.2020-11:42:55,23.37,51.22
29.07.2020-11:43:00,25.78,54.41
29.07.2020-11:43:05,20.44,57.95
29.07.2020-11:43:10,14.7,60.22
29.07.2020-11:43:15,16.45,41.37
29.07.2020-11:43:20,20.83,58.05
29.07.2020-11:43:25,27.04,94.15
29.07.2020-11:43:30,17.65,71.06
29.07.2020-11:43:35,22.27,37.36
29.07.2020-11:43:40,19.99,36.58
29.07.2020-11:43:45,17.62,67.36
29.07.2020-11:43:50,14.26,78.76
29.07.2020-11:43:55,19.21,73.09
29.07.2020-11:44:00,16.92,90.75
29.07.2020-11:44:05,28.41,48.87
29.07.2020-11:44:10,17.82,65.59
29.07.2020-11:44:15,21.38,90.24
29.07.2020-11:44:20,18.75,46.83
29.07.2020-11:44:25,14.88,54.09
29.07.2020-11:44:30,19.56,67.41
29.07.2020-11:44:35,20.63,57.48
29.07.2020-11:44:40,16.96,33.6
29.07.2020-11:44:45,20.82,53.51
29.07.2020-11:44:50,17.54,68.68
29.07.2020-11:44:55,25.09,65.41
29.07.2020-11:45:00,11.43,57.8
29.07.2020-11:45:05,12.51,31.72
29.07.2020-11:45:10,26.89,59.81
29.07.2020-11:45:15,15.79,69.12
29.07.2020-11:45:20,24.13,52.19
29.07.2020-11:45:25,22.06,50.95
29.07.2020-11:45:30,16.5,97.7
29.07.2020-11:45:35,15.06,63.13
29.07.2020-11:45:40,16.17,74.27
29.07.2020-11:45:45,19.31,68.7
29.07.2020-11:45:50,20.07,75.38
29.07.2020-11:45:55,17.58,55.46
29.07.2020-11:46:00,13.29,38.45
29.07.2020-11:46:05,16.53,49.72
29.07.2020-11:46:10,14.92,41.13
29.07.2020-11:46:15,20.77,15.99
29.07.2020-11:46:20,27.74,23.74
29.07.2020-11:46:25,13.74,36.7
29.07.2020-11:46:30,20.75,40.49
29.07.2020-11:46:35,12.42,55.95
29.07.2020-11:46:40,21.73,26.0
29.07.2020-11:46:45,25.96,37.72
29.07.2020-11:46:50,19.98,55.25
29.07.2020-11:46:55,13.41,78.76
29.07.2020-11:47:00,16.65,35.74
29.07.2020-11:47:05,15.8,25.68
29.07.2020-11:47:10,19.25,49.86
29.07.2020-11:47:16,12.4,37.28
29.07.2020-11:47:21,19.85,26.1
29.07.2020-11:47:26,5.91,69.65
29.07.2020-11:47:31,23.67,24.74
29.07.2020-11:47:36,13.51,85.9
29.07.2020-11:47:41,27.86,34.32
29.07.2020-11:47:46,18.16,50.44
29.07.2020-11:47:51,15.58,36.65
29.07.2020-11:47:56,23.47,19.41
29.07.2020-11:48:01,20.21,40.51
29.07.2020-11:48:06,18.37,30.23
29.07.2020-11:48:11,20.91,23.77
29.07.2020-11:48:16,25.9,35.59
29.07.2020-11:48:21,12.74,40.23
29.07.2020-11:48:26,13.79,58.81
29.07.2020-11:48:31,20.48,32.67
29.07.2020-11:48:36,18.13,36.91
29.07.2020-11:48:41,19.93,51.26
29.07.2020-11:48:46,21.34,44.38
29.07.2020-11:48:51,18.48,86.04
29.07.2020-11:48:56,13.18,39.73
29.07.2020-11:49:01,21.23,27.66
29.07.2020-11:49:06,28.22,57.39
29.07.2020-11:49:11,18.87,4.74
29.07.2020-11:49:16,16.55,32.69
29.07.2020-11:49:21,17.64,52.02
29.07.2020-11:49:26,18.62,49.63
29.07.2020-11:49:31,22.32,80.98
29.07.2020-11:49:36,21.07,21.13
29.07.2020-11:49:41,19.58,65.59
29.07.2020-11:49:46,16.07,-0.43
29.07.2020-11:49:51,21.01,31.32
29.07.2020-11:49:56,19.49,34.31
29.07.2020-11:50:01,14.44,56.96
29.07.2020-11:50:06,9.05,90.98
29.07.2020-11:50:11,20.6,33.28
29.07.2020-11:50:16,20.5,35.73
29.07.2020-11:50:21,18.18,66.87
29.07.2020-11:50:26,20.43,40.67
29.07.2020-11:50:31,16.26,52.78
29.07.2020-11:50:36,17.18,10.73
29.07.2020-11:50:41,27.54,52.57
29.07.2020-11:50:46,16.94,34.06
29.07.2020-11:50:51,22.91,58.88
29.07.2020-11:50:56,14.01,54.71
29.07.2020-11:51:01,24.55,65.08
29.07.2020-11:51:06,26.39,40.09
29.07.2020-11:51:11,22.61,-4.8
29.07.2020-11:51:16,14.38,39.28
29.07.2020-11:51:21,20.09,46.29
29.07.2020-11:51:26,14.62,44.17
29.07.2020-11:51:31,15.99,50.69
29.07.2020-11:51:36,28.01,55.28
29.07.2020-11:51:41,14.92,71.89
29.07.2020-11:51:46,13.5,40.72
29.07.2020-11:51:51,14.06,47.08
29.07.2020-11:51:56,20.55,56.87
29.07.2020-11:52:01,22.1,62.3
29.07.2020-11:52:06,25.96,47.19
29.07.2020-11:52:11,18.81,37.95
29.07.2020-11:52:16,13.95,19.37
29.07.2020-11:52:21,32.76,40.4
29.07.2020-11:52:26,17.49,28.81
29.07.2020-11:52:31,21.29,61.98
29.07.2020-11:52:36,25.35,53.56
29.07.2020-11:52:41,18.83,83.46
29.07.2020-11:52:46,14.85,38.22
29.07.2020-11:52:51,19.91,13.03
29.07.2020-11:52:56,17.25,60.68
29.07.2020-11:53:01,19.3,44.64
29.07.2020-11:53:06,21.86,60.17
29.07.2020-11:53:11,27.83,35.91
29.07.2020-11:53:16,23.35,59.4
29.07.2020-11:53:21,21.57,61.91
29.07.2020-11:53:26,14.11,43.07
29.07.2020-11:53:31,22.7,-1.61
29.07.2020-11:53:36,20.42,48.43
29.07.2020-11:53:41,16.57,29.67
29.07.2020-11:53:46,22.59,39.19
29.07.2020-11:53:51,22.5,32.93
29.07.2020-11:53:56,23.78,47.65
29.07.2020-11:54:01,12.37,80.42
29.07.2020-11:54:06,10.98,6.89
29.07.2020-11:54:11,27.2,51.93
29.07.2020-11:54:16,14.57,45.97
29.07.2020-11:54:21,20.47,41.26
29.07.2020-11:54:26,20.66,38.47
29.07.2020-11:54:31,22.06,70.01
29.07.2020-11:54:36,21.06,24.27
29.07.2020-11:54:41,20.68,18.1
29.07.2020-11:54:46,15.7,33.23
29.07.2020-11:54:51,19.53,49.35
29.07.2020-11:54:56,21.46,49.71
29.07.2020-11:55:01,22.51,44.21
29.07.2020-11:55:06,22.65,63.01
29.07.2020-11:55:11,21.77,54.84
29.07.2020-11:55:16,21.51,37.07
29.07.2020-11:55:21,28.68,58.91
29.07.2020-11:55:26,11.4,75.46
29.07.2020-11:55:31,23.51,24.09
29.07.2020-11:55:36,18.27,49.4
29.07.2020-11:55:41,21.03,37.97
29.07.2020-11:55:46,25.57,26.95
29.07.2020-11:55:51,26.2,47.5
29.07.2020-11:55:56,18.21,64.26
29.07.2020-11:56:01,22.54,41.91
29.07.2020-11:56:06,23.55,7.91
29.07.2020-11:56:11,25.42,38.12
29.07.2020-11:56:16,17.06,44.02
29.07.2020-11:56:21,20.96,56.33
29.07.2020-11:56:26,14.59,44.78
29.07.2020-11:56:31,17.48,77.42
29.07.2020-11:56:36,13.95,58.4
29.07.2020-11:56:41,22.42,14.05
29.07.2020-11:56:46,18.68,59.86
29.07.2020-11:56:51,24.46,19.44
29.07.2020-11:56:56,11.16,58.5
29.07.2020-11:57:01,18.28,45.28
29.07.2020-11:57:06,20.87,38.86
29.07.2020-11:57:11,32.88,66.18
29.07.2020-11:57:16,23.3,0.66
29.07.2020-11:57:21,22.71,40.48
29.07.2020-11:57:26,24.42,27.92
29.07.2020-11:57:31,14.96,59.13
29.07.2020-11:57:36,13.03,35.95
29.07.2020-11:57:41,17.86,47.72
29.07.2020-11:57:46,24.04,-4.44
29.07.2020-11:57:51,20.42,45.03
29.07.2020-11:57:56,22.55,61.58
29.07.2020-11:58:01,16.1,57.03
29.07.2020-11:58:06,21.98,103.45
29.07.2020-11:58:11,21.01,68.2
29.07.2020-11:58:16,20.42,58.81
29.07.2020-11:58:21,16.39,45.4
29.07.2020-11:58:26,12.82,64.38
29.07.2020-11:58:31,12.07,68.59
29.07.2020-11:58:36,12.22,53.33
29.07.2020-11:58:41,26.85,36.07
29.07.2020-11:58:46,21.12,31.66
29.07.2020-11:58:51,11.97,56.53
29.07.2020-11:58:56,22.76,40.3
29.07.2020-11:59:01,14.83,70.79
29.07.2020-11:59:06,18.19,40.61
29.07.2020-11:59:11,22.38,79.46
29.07.2020-11:59:16,16.27,20.69
29.07.2020-11:59:21,21.72,48.24
29.07.2020-11:59:26,18.83,23.8
29.07.2020-11:59:31,23.64,45.41
29.07.2020-11:59:36,14.2,48.25
29.07.2020-11:59:41,24.22,70.67
29.07.2020-11:59:46,19.93,32.28
29.07.2020-11:59:51,26.17,40.37
29.07.2020-11:59:56,23.13,85.5
29.07.2020-12:00:01,22.05,30.75
29.07.2020-12:00:06,16.35,56.04
29.07.2020-12:00:11,9.9,40.78
29.07.2020-12:00:16,18.15,60.17
29.07.2020-12:00:21,10.03,29.7
29.07.2020-12:00:26,24.86,42.42
29.07.2020-12:00:31,14.89,73.69
29.07.2020-12:00:36,20.37,67.3
29.07.2020-12:00:41,19.81,55.98
29.07.2020-12:00:46,15.75,29.43
29.07.2020-12:00:51,13.44,57.02
29.07.2020-12:00:56,19.8,51.92
29.07.2020-12:01:01,21.9,33.31
29.07.2020-12:01:06,13.9,59.15
29.07.2020-12:01:11,13.24,61.44
29.07.2020-12:01:17,24.95,48.92
29.07.2020-12:01:22,19.81,33.22
29.07.2020-12:01:27,28.09,38.97
29.07.2020-12:01:32,9.68,56.54
29.07.2020-12:01:37,15.3,61.04
29.07.2020-12:01:42,26.35,65.6
29.07.2020-12:01:47,17.21,34.26
29.07.2020-12:01:52,17.19,72.16
29.07.2020-12:01:57,18.68,6.89
29.07.2020-12:02:02,21.74,51.45
29.07.2020-12:02:07,22.14,22.58
29.07.2020-12:02:12,22.09,21.92
29.07.2020-12:02:17,18.62,50.88
29.07.2020-12:02:22,8.32,31.95
29.07.2020-12:02:27,17.77,78.2
29.07.2020-12:02:32,15.35,59.96
29.07.2020-12:02:37,19.9,60.92
29.07.2020-12:02:42,14.59,34.82
29.07.2020-12:02:47,12.05,108.04
29.07.2020-12:02:52,18.66,68.7
29.07.2020-12:02:57,21.53,63.5
29.07.2020-12:03:02,14.32,23.36
29.07.2020-12:03:07,18.09,29.4
29.07.2020-12:03:12,18.37,54.26
29.07.2020-12:03:17,20.66,40.35
29.07.2020-12:03:22,18.16,85.31
29.07.2020-12:03:27,9.43,57.11
29.07.2020-12:03:32,19.14,83.37
29.07.2020-12:03:37,17.81,46.99
29.07.2020-12:03:42,23.84,49.41
29.07.2020-12:03:47,18.97,13.8
29.07.2020-12:03:52,20.67,54.31
29.07.2020-12:03:57,19.58,54.18
29.07.2020-12:04:02,19.87,27.88
29.07.2020-12:04:07,17.65,55.64
29.07.2020-12:04:12,19.62,15.69
29.07.2020-12:04:17,20.41,53.95
29.07.2020-12:04:22,22.53,45.87
29.07.2020-12:04:27,16.31,67.28
29.07.2020-12:04:32,17.76,65.25
29.07.2020-12:04:37,15.97,18.2
29.07.2020-12:04:42,18.89,55.32
29.07.2020-12:04:47,21.53,54.23
29.07.2020-12:04:52,22.18,38.65
29.07.2020-12:04:57,15.16,36.25
29.07.2020-12:05:02,14.65,44.22
29.07.2020-12:05:07,21.82,35.64
29.07.2020-12:05:12,21.3,43.5
29.07.2020-12:05:17,21.03,60.09
29.07.2020-12:05:22,14.32,38.81
29.07.2020-12:05:27,28.79,41.73
29.07.2020-12:05:32,15.03,22.01
29.07.2020-12:05:37,28.18,39.81
29.07.2020-12:05:42,32.22,50.5
29.07.2020-12:05:47,11.42,75.99
29.07.2020-12:05:52,14.97,75.0
29.07.2020-12:05:57,21.4,65.13
29.07.2020-12:06:02,10.14,60.36
29.07.2020-12:06:07,18.57,26.52
29.07.2020-12:06:12,18.95,35.73
29.07.2020-12:06:17,16.33,20.78
29.07.2020-12:06:22,25.33,42.35
29.07.2020-12:06:27,26.33,74.14
29.07.2020-12:06:32,22.81,83.73
29.07.2020-12:06:37,20.73,60.75
29.07.2020-12:06:42,15.87,50.25
29.07.2020-12:06:47,24.7,38.98
29.07.2020-12:06:52,27.37,31.79
29.07.2020-12:06:57,24.61,29.36
29.07.2020-12:07:02,15.25,42.23
29.07.2020-12:07:07,23.71,81.36
29.07.2020-12:07:12,14.19,83.74
29.07.2020-12:07:17,15.48,80.6
29.07.2020-12:07:22,20.74,52.78
29.07.2020-12:07:27,18.2,20.94
29.07.2020-12:07:32,14.51,4.93
29.07.2020-12:07:37,23.53,54.88
29.07.2020-12:07:42,18.67,39.18
29.07.2020-12:07:47,15.05,69.5
29.07.2020-12:07:52,20.97,24.51
29.07.2020-12:07:57,17.53,74.19
29.07.2020-12:08:02,13.62,64.81
29.07.2020-12:08:07,17.97,50.03
29.07.2020-12:08:12,19.23,24.01
29.07.2020-12:08:17,26.42,35.81
29.07.2020-12:08:22,15.62,26.55
29.07.2020-12:08:27,21.05,48.02
29.07.2020-12:08:32,21.87,38.61
